3.0	0.48822 	0.48497 	0.49252
3.5	0.487208	0.486738	0.497874
4.0	0.48929	        0.487251	0.495648
4.5	0.487066	0.485303	0.491127
5.0	0.483149	0.481601	0.479999
5.5	0.479451	0.475679	0.470238
6.0	0.466667	0.462347	0.451808
6.5	0.452126	0.447362	0.428802
7.0	0.42611 	0.421757	0.399457
7.5	0.397014	0.396633	0.370678
8.0	0.367683	0.370945	0.341905
8.5	0.340851	0.34752	        0.318649
