1st Column:Mass, 2nd column: Qstar xsec at 13 TeV for f1p0, 3rd colunm: Efficency for PhId Loose cut
#(GeV)    (pb)
Mass    Qstar_f0p1    Qstar_f0p1_Eff
1000 	1.655e-01 	0.406581
1100 	1.057e-01 	0.41745
1200 	7.134e-02 	0.427285
1300 	4.932e-02 	0.43615
1400 	3.421e-02 	0.444107
1500 	2.440e-02 	0.451216
1600 	1.750e-02 	0.457536
1700 	1.284e-02 	0.463123
1800 	9.433e-03 	0.46803
1900 	7.075e-03 	0.47231
2000 	5.298e-03 	0.476013
2100 	4.025e-03 	0.479188
2200  	3.107e-03 	0.48188
2300  	2.374e-03 	0.484133
2400 	1.861e-03 	0.48599
2500 	1.431e-03 	0.487491
2600  	1.130e-03 	0.488674
2700  	8.902e-04 	0.489575
2800  	7.051e-04 	0.490228
2900 	5.527e-04 	0.490665
3000  	4.363e-04 	0.490917
3100  	3.511e-04 	0.491012
3200  	2.784e-04 	0.490975
3300  	2.232e-04 	0.49083
3400 	1.791e-04 	0.490601
3500  	1.435e-04 	0.490307
3600 	1.148e-04 	0.489966
3700 	9.267e-05 	0.489594
3800 	7.459e-05 	0.489205
3900  	6.014e-05 	0.488811
4000  	4.852e-05 	0.488423
4100 	3.902e-05 	0.488049
4200  	3.157e-05 	0.487694
4300 	2.536e-05 	0.487363
4400 	2.058e-05 	0.487058
4500 	1.677e-05 	0.486778
4600 	1.344e-05 	0.486522
4700 	1.087e-05 	0.486287
4800 	8.690e-06 	0.486065
4900 	7.102e-06 	0.48585
5000 	5.739e-06 	0.485631
5100 	4.582e-06 	0.485395
5200 	3.664e-06 	0.485131
5300 	2.983e-06 	0.48482
5400 	2.377e-06 	0.484446
5500 	1.920e-06 	0.483988
6000 	6.241e-07 	0.483425
7000   	5.973e-08 	0.448812
